case_id,scenario,n_affected,lag,vis_condition,channel,true_role,sub_role,break_type,homogeneous,pred_role,correct,parse_status
NA3_LAG10_029_subplot,NA3_LAG10,3.0,10.0,subplot,1,unrelated,unrelated,,,unrelated,True,OK
NA3_LAG10_029_subplot,NA3_LAG10,3.0,10.0,subplot,2,affected,cascade,C3,True,root,False,OK
NA3_LAG10_029_subplot,NA3_LAG10,3.0,10.0,subplot,3,affected,mild,C4,False,unrelated,False,OK
NA3_LAG10_029_subplot,NA3_LAG10,3.0,10.0,subplot,4,affected,cascade,C3,True,affected,True,OK
NA3_LAG10_029_subplot,NA3_LAG10,3.0,10.0,subplot,6,unrelated,unrelated,,,unrelated,True,OK
NA3_LAG50_000_overlay,NA3_LAG50,3.0,50.0,overlay,1,affected,mild,C5,True,affected,True,OK
NA3_LAG50_000_overlay,NA3_LAG50,3.0,50.0,overlay,3,unrelated,unrelated,,,affected,False,OK
NA3_LAG50_000_overlay,NA3_LAG50,3.0,50.0,overlay,4,affected,cascade,C3,False,affected,True,OK
NA3_LAG50_000_overlay,NA3_LAG50,3.0,50.0,overlay,5,affected,cascade,C1,False,root,False,OK
NA3_LAG50_000_overlay,NA3_LAG50,3.0,50.0,overlay,6,unrelated,unrelated,,,unrelated,True,OK
NA3_LAG50_000_subplot,NA3_LAG50,3.0,50.0,subplot,1,affected,mild,C5,True,affected,True,OK
NA3_LAG50_000_subplot,NA3_LAG50,3.0,50.0,subplot,3,unrelated,unrelated,,,affected,False,OK
NA3_LAG50_000_subplot,NA3_LAG50,3.0,50.0,subplot,4,affected,cascade,C3,False,affected,True,OK
NA3_LAG50_000_subplot,NA3_LAG50,3.0,50.0,subplot,5,affected,cascade,C1,False,root,False,OK
NA3_LAG50_000_subplot,NA3_LAG50,3.0,50.0,subplot,6,unrelated,unrelated,,,affected,False,OK
NA3_LAG50_001_overlay,NA3_LAG50,3.0,50.0,overlay,2,affected,cascade,C5,False,affected,True,OK
NA3_LAG50_001_overlay,NA3_LAG50,3.0,50.0,overlay,3,affected,cascade,C4,True,affected,True,OK
NA3_LAG50_001_overlay,NA3_LAG50,3.0,50.0,overlay,4,affected,mild,C4,True,affected,True,OK
NA3_LAG50_001_overlay,NA3_LAG50,3.0,50.0,overlay,5,unrelated,unrelated,,,affected,False,OK
NA3_LAG50_001_overlay,NA3_LAG50,3.0,50.0,overlay,6,unrelated,unrelated,,,affected,False,OK
NA3_LAG50_001_subplot,NA3_LAG50,3.0,50.0,subplot,2,affected,cascade,C5,False,unrelated,False,OK
NA3_LAG50_001_subplot,NA3_LAG50,3.0,50.0,subplot,3,affected,cascade,C4,True,unrelated,False,OK
NA3_LAG50_001_subplot,NA3_LAG50,3.0,50.0,subplot,4,affected,mild,C4,True,unrelated,False,OK
NA3_LAG50_001_subplot,NA3_LAG50,3.0,50.0,subplot,5,unrelated,unrelated,,,unrelated,True,OK
NA3_LAG50_001_subplot,NA3_LAG50,3.0,50.0,subplot,6,unrelated,unrelated,,,unrelated,True,OK
NA3_LAG50_002_overlay,NA3_LAG50,3.0,50.0,overlay,1,affected,cascade,C1,False,unrelated,False,OK
NA3_LAG50_002_overlay,NA3_LAG50,3.0,50.0,overlay,3,unrelated,unrelated,,,unrelated,True,OK
NA3_LAG50_002_overlay,NA3_LAG50,3.0,50.0,overlay,4,affected,cascade,C2,True,unrelated,False,OK
NA3_LAG50_002_overlay,NA3_LAG50,3.0,50.0,overlay,5,affected,cascade,C2,True,unrelated,False,OK
NA3_LAG50_002_overlay,NA3_LAG50,3.0,50.0,overlay,6,unrelated,unrelated,,,unrelated,True,OK
NA3_LAG50_002_subplot,NA3_LAG50,3.0,50.0,subplot,1,affected,cascade,C1,False,unrelated,False,OK
NA3_LAG50_002_subplot,NA3_LAG50,3.0,50.0,subplot,3,unrelated,unrelated,,,unrelated,True,OK
NA3_LAG50_002_subplot,NA3_LAG50,3.0,50.0,subplot,4,affected,cascade,C2,True,affected,True,OK
NA3_LAG50_002_subplot,NA3_LAG50,3.0,50.0,subplot,5,affected,cascade,C2,True,affected,True,OK
NA3_LAG50_002_subplot,NA3_LAG50,3.0,50.0,subplot,6,unrelated,unrelated,,,unrelated,True,OK
NA3_LAG50_003_overlay,NA3_LAG50,3.0,50.0,overlay,1,affected,mild,C3,True,affected,True,OK
NA3_LAG50_003_overlay,NA3_LAG50,3.0,50.0,overlay,3,affected,cascade,C3,True,unrelated,False,OK
NA3_LAG50_003_overlay,NA3_LAG50,3.0,50.0,overlay,4,unrelated,unrelated,,,affected,False,OK
NA3_LAG50_003_overlay,NA3_LAG50,3.0,50.0,overlay,5,affected,mild,C3,True,root,False,OK
NA3_LAG50_003_overlay,NA3_LAG50,3.0,50.0,overlay,6,unrelated,unrelated,,,affected,False,OK
NA3_LAG50_003_subplot,NA3_LAG50,3.0,50.0,subplot,1,affected,mild,C3,True,affected,True,OK
NA3_LAG50_003_subplot,NA3_LAG50,3.0,50.0,subplot,3,affected,cascade,C3,True,unrelated,False,OK
NA3_LAG50_003_subplot,NA3_LAG50,3.0,50.0,subplot,4,unrelated,unrelated,,,root,False,OK
NA3_LAG50_003_subplot,NA3_LAG50,3.0,50.0,subplot,5,affected,mild,C3,True,affected,True,OK
NA3_LAG50_003_subplot,NA3_LAG50,3.0,50.0,subplot,6,unrelated,unrelated,,,unrelated,True,OK
NA3_LAG50_004_overlay,NA3_LAG50,3.0,50.0,overlay,2,unrelated,unrelated,,,affected,False,OK
NA3_LAG50_004_overlay,NA3_LAG50,3.0,50.0,overlay,3,affected,cascade,C3,False,affected,True,OK
NA3_LAG50_004_overlay,NA3_LAG50,3.0,50.0,overlay,4,affected,cascade,C2,False,root,False,OK
NA3_LAG50_004_overlay,NA3_LAG50,3.0,50.0,overlay,5,affected,mild,C2,False,affected,True,OK
NA3_LAG50_004_overlay,NA3_LAG50,3.0,50.0,overlay,6,unrelated,unrelated,,,affected,False,OK
NA3_LAG50_004_subplot,NA3_LAG50,3.0,50.0,subplot,2,unrelated,unrelated,,,affected,False,OK
NA3_LAG50_004_subplot,NA3_LAG50,3.0,50.0,subplot,3,affected,cascade,C3,False,affected,True,OK
NA3_LAG50_004_subplot,NA3_LAG50,3.0,50.0,subplot,4,affected,cascade,C2,False,root,False,OK
NA3_LAG50_004_subplot,NA3_LAG50,3.0,50.0,subplot,5,affected,mild,C2,False,affected,True,OK
NA3_LAG50_004_subplot,NA3_LAG50,3.0,50.0,subplot,6,unrelated,unrelated,,,unrelated,True,OK
NA3_LAG50_005_overlay,NA3_LAG50,3.0,50.0,overlay,1,unrelated,unrelated,,,affected,False,OK
NA3_LAG50_005_overlay,NA3_LAG50,3.0,50.0,overlay,2,affected,cascade,C1,True,affected,True,OK
NA3_LAG50_005_overlay,NA3_LAG50,3.0,50.0,overlay,3,unrelated,unrelated,,,unrelated,True,OK
NA3_LAG50_005_overlay,NA3_LAG50,3.0,50.0,overlay,4,affected,cascade,C1,True,affected,True,OK
NA3_LAG50_005_overlay,NA3_LAG50,3.0,50.0,overlay,6,affected,mild,C1,True,affected,True,OK
NA3_LAG50_005_subplot,NA3_LAG50,3.0,50.0,subplot,1,unrelated,unrelated,,,unrelated,True,OK
NA3_LAG50_005_subplot,NA3_LAG50,3.0,50.0,subplot,2,affected,cascade,C1,True,unrelated,False,OK
NA3_LAG50_005_subplot,NA3_LAG50,3.0,50.0,subplot,3,unrelated,unrelated,,,unrelated,True,OK
NA3_LAG50_005_subplot,NA3_LAG50,3.0,50.0,subplot,4,affected,cascade,C1,True,unrelated,False,OK
NA3_LAG50_005_subplot,NA3_LAG50,3.0,50.0,subplot,6,affected,mild,C1,True,unrelated,False,OK
NA3_LAG50_006_overlay,NA3_LAG50,3.0,50.0,overlay,1,affected,cascade,C3,False,affected,True,OK
NA3_LAG50_006_overlay,NA3_LAG50,3.0,50.0,overlay,2,unrelated,unrelated,,,affected,False,OK
NA3_LAG50_006_overlay,NA3_LAG50,3.0,50.0,overlay,3,affected,mild,C2,True,affected,True,OK
NA3_LAG50_006_overlay,NA3_LAG50,3.0,50.0,overlay,4,affected,cascade,C1,False,affected,True,OK
NA3_LAG50_006_overlay,NA3_LAG50,3.0,50.0,overlay,5,unrelated,unrelated,,,root,False,OK
NA3_LAG50_006_subplot,NA3_LAG50,3.0,50.0,subplot,1,affected,cascade,C3,False,unrelated,False,OK
NA3_LAG50_006_subplot,NA3_LAG50,3.0,50.0,subplot,2,unrelated,unrelated,,,affected,False,OK
NA3_LAG50_006_subplot,NA3_LAG50,3.0,50.0,subplot,3,affected,mild,C2,True,unrelated,False,OK
NA3_LAG50_006_subplot,NA3_LAG50,3.0,50.0,subplot,4,affected,cascade,C1,False,root,False,OK
NA3_LAG50_006_subplot,NA3_LAG50,3.0,50.0,subplot,5,unrelated,unrelated,,,unrelated,True,OK
NA3_LAG50_007_overlay,NA3_LAG50,3.0,50.0,overlay,1,unrelated,unrelated,,,affected,False,OK
NA3_LAG50_007_overlay,NA3_LAG50,3.0,50.0,overlay,2,unrelated,unrelated,,,affected,False,OK
NA3_LAG50_007_overlay,NA3_LAG50,3.0,50.0,overlay,3,affected,cascade,C2,False,unrelated,False,OK
NA3_LAG50_007_overlay,NA3_LAG50,3.0,50.0,overlay,5,affected,mild,C5,False,affected,True,OK
NA3_LAG50_007_overlay,NA3_LAG50,3.0,50.0,overlay,6,affected,cascade,C1,True,affected,True,OK
NA3_LAG50_007_subplot,NA3_LAG50,3.0,50.0,subplot,1,unrelated,unrelated,,,unrelated,True,OK
NA3_LAG50_007_subplot,NA3_LAG50,3.0,50.0,subplot,2,unrelated,unrelated,,,unrelated,True,OK
NA3_LAG50_007_subplot,NA3_LAG50,3.0,50.0,subplot,3,affected,cascade,C2,False,affected,True,OK
NA3_LAG50_007_subplot,NA3_LAG50,3.0,50.0,subplot,5,affected,mild,C5,False,unrelated,False,OK
NA3_LAG50_007_subplot,NA3_LAG50,3.0,50.0,subplot,6,affected,cascade,C1,True,unrelated,False,OK
NA3_LAG50_008_overlay,NA3_LAG50,3.0,50.0,overlay,1,affected,mild,C4,True,unrelated,False,OK
NA3_LAG50_008_overlay,NA3_LAG50,3.0,50.0,overlay,2,unrelated,unrelated,,,unrelated,True,OK
NA3_LAG50_008_overlay,NA3_LAG50,3.0,50.0,overlay,3,affected,mild,C4,True,unrelated,False,OK
NA3_LAG50_008_overlay,NA3_LAG50,3.0,50.0,overlay,4,affected,mild,C4,True,unrelated,False,OK
NA3_LAG50_008_overlay,NA3_LAG50,3.0,50.0,overlay,5,unrelated,unrelated,,,unrelated,True,OK
NA3_LAG50_008_subplot,NA3_LAG50,3.0,50.0,subplot,1,affected,mild,C4,True,unrelated,False,OK
NA3_LAG50_008_subplot,NA3_LAG50,3.0,50.0,subplot,2,unrelated,unrelated,,,unrelated,True,OK
NA3_LAG50_008_subplot,NA3_LAG50,3.0,50.0,subplot,3,affected,mild,C4,True,unrelated,False,OK
NA3_LAG50_008_subplot,NA3_LAG50,3.0,50.0,subplot,4,affected,mild,C4,True,unrelated,False,OK
NA3_LAG50_008_subplot,NA3_LAG50,3.0,50.0,subplot,5,unrelated,unrelated,,,unrelated,True,OK
NA3_LAG50_009_overlay,NA3_LAG50,3.0,50.0,overlay,1,affected,mild,C3,False,affected,True,OK
NA3_LAG50_009_overlay,NA3_LAG50,3.0,50.0,overlay,2,affected,mild,C2,True,affected,True,OK
NA3_LAG50_009_overlay,NA3_LAG50,3.0,50.0,overlay,3,affected,cascade,C2,True,unrelated,False,OK
NA3_LAG50_009_overlay,NA3_LAG50,3.0,50.0,overlay,5,unrelated,unrelated,,,affected,False,OK
NA3_LAG50_009_overlay,NA3_LAG50,3.0,50.0,overlay,6,unrelated,unrelated,,,affected,False,OK
NA3_LAG50_009_subplot,NA3_LAG50,3.0,50.0,subplot,1,affected,mild,C3,False,unrelated,False,OK
NA3_LAG50_009_subplot,NA3_LAG50,3.0,50.0,subplot,2,affected,mild,C2,True,unrelated,False,OK
NA3_LAG50_009_subplot,NA3_LAG50,3.0,50.0,subplot,3,affected,cascade,C2,True,root,False,OK
NA3_LAG50_009_subplot,NA3_LAG50,3.0,50.0,subplot,5,unrelated,unrelated,,,unrelated,True,OK
NA3_LAG50_009_subplot,NA3_LAG50,3.0,50.0,subplot,6,unrelated,unrelated,,,unrelated,True,OK
NA3_LAG50_010_overlay,NA3_LAG50,3.0,50.0,overlay,2,unrelated,unrelated,,,affected,False,OK
NA3_LAG50_010_overlay,NA3_LAG50,3.0,50.0,overlay,3,unrelated,unrelated,,,affected,False,OK
NA3_LAG50_010_overlay,NA3_LAG50,3.0,50.0,overlay,4,affected,cascade,C2,True,unrelated,False,OK
NA3_LAG50_010_overlay,NA3_LAG50,3.0,50.0,overlay,5,affected,mild,C2,True,affected,True,OK
NA3_LAG50_010_overlay,NA3_LAG50,3.0,50.0,overlay,6,affected,mild,C4,False,affected,True,OK
NA3_LAG50_010_subplot,NA3_LAG50,3.0,50.0,subplot,2,unrelated,unrelated,,,unrelated,True,OK
NA3_LAG50_010_subplot,NA3_LAG50,3.0,50.0,subplot,3,unrelated,unrelated,,,unrelated,True,OK
NA3_LAG50_010_subplot,NA3_LAG50,3.0,50.0,subplot,4,affected,cascade,C2,True,affected,True,OK
NA3_LAG50_010_subplot,NA3_LAG50,3.0,50.0,subplot,5,affected,mild,C2,True,unrelated,False,OK
NA3_LAG50_010_subplot,NA3_LAG50,3.0,50.0,subplot,6,affected,mild,C4,False,unrelated,False,OK
NA3_LAG50_011_overlay,NA3_LAG50,3.0,50.0,overlay,1,unrelated,unrelated,,,affected,False,OK
NA3_LAG50_011_overlay,NA3_LAG50,3.0,50.0,overlay,2,affected,cascade,C2,True,unrelated,False,OK
NA3_LAG50_011_overlay,NA3_LAG50,3.0,50.0,overlay,3,affected,mild,C2,True,affected,True,OK
NA3_LAG50_011_overlay,NA3_LAG50,3.0,50.0,overlay,4,affected,cascade,C3,False,root,False,OK
NA3_LAG50_011_overlay,NA3_LAG50,3.0,50.0,overlay,6,unrelated,unrelated,,,unrelated,True,OK
NA3_LAG50_011_subplot,NA3_LAG50,3.0,50.0,subplot,1,unrelated,unrelated,,,unrelated,True,OK
NA3_LAG50_011_subplot,NA3_LAG50,3.0,50.0,subplot,2,affected,cascade,C2,True,affected,True,OK
NA3_LAG50_011_subplot,NA3_LAG50,3.0,50.0,subplot,3,affected,mild,C2,True,affected,True,OK
NA3_LAG50_011_subplot,NA3_LAG50,3.0,50.0,subplot,4,affected,cascade,C3,False,unrelated,False,OK
NA3_LAG50_011_subplot,NA3_LAG50,3.0,50.0,subplot,6,unrelated,unrelated,,,unrelated,True,OK
NA3_LAG50_012_overlay,NA3_LAG50,3.0,50.0,overlay,1,affected,mild,C4,False,unrelated,False,OK
NA3_LAG50_012_overlay,NA3_LAG50,3.0,50.0,overlay,2,affected,cascade,C5,True,unrelated,False,OK
NA3_LAG50_012_overlay,NA3_LAG50,3.0,50.0,overlay,4,unrelated,unrelated,,,unrelated,True,OK
NA3_LAG50_012_overlay,NA3_LAG50,3.0,50.0,overlay,5,affected,mild,C3,False,affected,True,OK
NA3_LAG50_012_overlay,NA3_LAG50,3.0,50.0,overlay,6,unrelated,unrelated,,,unrelated,True,OK
NA3_LAG50_012_subplot,NA3_LAG50,3.0,50.0,subplot,1,affected,mild,C4,False,affected,True,OK
NA3_LAG50_012_subplot,NA3_LAG50,3.0,50.0,subplot,2,affected,cascade,C5,True,root,False,OK
NA3_LAG50_012_subplot,NA3_LAG50,3.0,50.0,subplot,4,unrelated,unrelated,,,affected,False,OK
NA3_LAG50_012_subplot,NA3_LAG50,3.0,50.0,subplot,5,affected,mild,C3,False,affected,True,OK
NA3_LAG50_012_subplot,NA3_LAG50,3.0,50.0,subplot,6,unrelated,unrelated,,,unrelated,True,OK
NA3_LAG50_013_overlay,NA3_LAG50,3.0,50.0,overlay,2,affected,mild,C4,False,affected,True,OK
NA3_LAG50_013_overlay,NA3_LAG50,3.0,50.0,overlay,3,affected,cascade,C1,False,root,False,OK
NA3_LAG50_013_overlay,NA3_LAG50,3.0,50.0,overlay,4,unrelated,unrelated,,,affected,False,OK
NA3_LAG50_013_overlay,NA3_LAG50,3.0,50.0,overlay,5,unrelated,unrelated,,,affected,False,OK
NA3_LAG50_013_overlay,NA3_LAG50,3.0,50.0,overlay,6,affected,mild,C3,False,affected,True,OK
NA3_LAG50_013_subplot,NA3_LAG50,3.0,50.0,subplot,2,affected,mild,C4,False,affected,True,OK
NA3_LAG50_013_subplot,NA3_LAG50,3.0,50.0,subplot,3,affected,cascade,C1,False,root,False,OK
NA3_LAG50_013_subplot,NA3_LAG50,3.0,50.0,subplot,4,unrelated,unrelated,,,affected,False,OK
NA3_LAG50_013_subplot,NA3_LAG50,3.0,50.0,subplot,5,unrelated,unrelated,,,affected,False,OK
NA3_LAG50_013_subplot,NA3_LAG50,3.0,50.0,subplot,6,affected,mild,C3,False,affected,True,OK
NA3_LAG50_014_overlay,NA3_LAG50,3.0,50.0,overlay,1,affected,cascade,C4,True,unrelated,False,OK
NA3_LAG50_014_overlay,NA3_LAG50,3.0,50.0,overlay,2,affected,cascade,C4,True,unrelated,False,OK
NA3_LAG50_014_overlay,NA3_LAG50,3.0,50.0,overlay,3,unrelated,unrelated,,,unrelated,True,OK
NA3_LAG50_014_overlay,NA3_LAG50,3.0,50.0,overlay,4,unrelated,unrelated,,,unrelated,True,OK
NA3_LAG50_014_overlay,NA3_LAG50,3.0,50.0,overlay,6,affected,mild,C5,False,unrelated,False,OK
NA3_LAG50_014_subplot,NA3_LAG50,3.0,50.0,subplot,1,affected,cascade,C4,True,affected,True,OK
NA3_LAG50_014_subplot,NA3_LAG50,3.0,50.0,subplot,2,affected,cascade,C4,True,root,False,OK
NA3_LAG50_014_subplot,NA3_LAG50,3.0,50.0,subplot,3,unrelated,unrelated,,,unrelated,True,OK
NA3_LAG50_014_subplot,NA3_LAG50,3.0,50.0,subplot,4,unrelated,unrelated,,,affected,False,OK
NA3_LAG50_014_subplot,NA3_LAG50,3.0,50.0,subplot,6,affected,mild,C5,False,affected,True,OK
NA3_LAG50_015_overlay,NA3_LAG50,3.0,50.0,overlay,1,unrelated,unrelated,,,unrelated,True,OK
NA3_LAG50_015_overlay,NA3_LAG50,3.0,50.0,overlay,2,affected,mild,C5,True,unrelated,False,OK
NA3_LAG50_015_overlay,NA3_LAG50,3.0,50.0,overlay,4,unrelated,unrelated,,,unrelated,True,OK
NA3_LAG50_015_overlay,NA3_LAG50,3.0,50.0,overlay,5,affected,cascade,C5,True,affected,True,OK
NA3_LAG50_015_overlay,NA3_LAG50,3.0,50.0,overlay,6,affected,mild,C1,False,affected,True,OK
NA3_LAG50_015_subplot,NA3_LAG50,3.0,50.0,subplot,1,unrelated,unrelated,,,unrelated,True,OK
NA3_LAG50_015_subplot,NA3_LAG50,3.0,50.0,subplot,2,affected,mild,C5,True,unrelated,False,OK
NA3_LAG50_015_subplot,NA3_LAG50,3.0,50.0,subplot,4,unrelated,unrelated,,,unrelated,True,OK
NA3_LAG50_015_subplot,NA3_LAG50,3.0,50.0,subplot,5,affected,cascade,C5,True,unrelated,False,OK
NA3_LAG50_015_subplot,NA3_LAG50,3.0,50.0,subplot,6,affected,mild,C1,False,unrelated,False,OK
NA3_LAG50_016_overlay,NA3_LAG50,3.0,50.0,overlay,1,affected,cascade,C1,False,unrelated,False,OK
NA3_LAG50_016_overlay,NA3_LAG50,3.0,50.0,overlay,2,unrelated,unrelated,,,unrelated,True,OK
NA3_LAG50_016_overlay,NA3_LAG50,3.0,50.0,overlay,3,unrelated,unrelated,,,unrelated,True,OK
NA3_LAG50_016_overlay,NA3_LAG50,3.0,50.0,overlay,4,affected,cascade,C2,True,unrelated,False,OK
NA3_LAG50_016_overlay,NA3_LAG50,3.0,50.0,overlay,6,affected,cascade,C3,False,unrelated,False,OK
NA3_LAG50_016_subplot,NA3_LAG50,3.0,50.0,subplot,1,affected,cascade,C1,False,unrelated,False,OK
NA3_LAG50_016_subplot,NA3_LAG50,3.0,50.0,subplot,2,unrelated,unrelated,,,unrelated,True,OK
NA3_LAG50_016_subplot,NA3_LAG50,3.0,50.0,subplot,3,unrelated,unrelated,,,unrelated,True,OK
NA3_LAG50_016_subplot,NA3_LAG50,3.0,50.0,subplot,4,affected,cascade,C2,True,root,False,OK
NA3_LAG50_016_subplot,NA3_LAG50,3.0,50.0,subplot,6,affected,cascade,C3,False,unrelated,False,OK
NA3_LAG50_017_overlay,NA3_LAG50,3.0,50.0,overlay,2,affected,mild,C1,False,affected,True,OK
NA3_LAG50_017_overlay,NA3_LAG50,3.0,50.0,overlay,3,unrelated,unrelated,,,unrelated,True,OK
NA3_LAG50_017_overlay,NA3_LAG50,3.0,50.0,overlay,4,unrelated,unrelated,,,unrelated,True,OK
NA3_LAG50_017_overlay,NA3_LAG50,3.0,50.0,overlay,5,affected,mild,C5,True,affected,True,OK
NA3_LAG50_017_overlay,NA3_LAG50,3.0,50.0,overlay,6,affected,mild,C1,False,unrelated,False,OK
NA3_LAG50_017_subplot,NA3_LAG50,3.0,50.0,subplot,2,affected,mild,C1,False,unrelated,False,OK
NA3_LAG50_017_subplot,NA3_LAG50,3.0,50.0,subplot,3,unrelated,unrelated,,,unrelated,True,OK
NA3_LAG50_017_subplot,NA3_LAG50,3.0,50.0,subplot,4,unrelated,unrelated,,,unrelated,True,OK
NA3_LAG50_017_subplot,NA3_LAG50,3.0,50.0,subplot,5,affected,mild,C5,True,unrelated,False,OK
NA3_LAG50_017_subplot,NA3_LAG50,3.0,50.0,subplot,6,affected,mild,C1,False,unrelated,False,OK
NA3_LAG50_018_overlay,NA3_LAG50,3.0,50.0,overlay,1,affected,cascade,C5,True,unrelated,False,OK
NA3_LAG50_018_overlay,NA3_LAG50,3.0,50.0,overlay,2,unrelated,unrelated,,,unrelated,True,OK
NA3_LAG50_018_overlay,NA3_LAG50,3.0,50.0,overlay,3,unrelated,unrelated,,,unrelated,True,OK
NA3_LAG50_018_overlay,NA3_LAG50,3.0,50.0,overlay,4,affected,cascade,C1,False,affected,True,OK
NA3_LAG50_018_overlay,NA3_LAG50,3.0,50.0,overlay,5,affected,cascade,C5,True,unrelated,False,OK
NA3_LAG50_018_subplot,NA3_LAG50,3.0,50.0,subplot,1,affected,cascade,C5,True,affected,True,OK
NA3_LAG50_018_subplot,NA3_LAG50,3.0,50.0,subplot,2,unrelated,unrelated,,,unrelated,True,OK
NA3_LAG50_018_subplot,NA3_LAG50,3.0,50.0,subplot,3,unrelated,unrelated,,,affected,False,OK
NA3_LAG50_018_subplot,NA3_LAG50,3.0,50.0,subplot,4,affected,cascade,C1,False,root,False,OK
NA3_LAG50_018_subplot,NA3_LAG50,3.0,50.0,subplot,5,affected,cascade,C5,True,affected,True,OK
NA3_LAG50_019_overlay,NA3_LAG50,3.0,50.0,overlay,2,affected,mild,C5,True,affected,True,OK
NA3_LAG50_019_overlay,NA3_LAG50,3.0,50.0,overlay,3,unrelated,unrelated,,,affected,False,OK
NA3_LAG50_019_overlay,NA3_LAG50,3.0,50.0,overlay,4,affected,cascade,C5,True,affected,True,OK
NA3_LAG50_019_overlay,NA3_LAG50,3.0,50.0,overlay,5,unrelated,unrelated,,,affected,False,OK
NA3_LAG50_019_overlay,NA3_LAG50,3.0,50.0,overlay,6,affected,mild,C5,True,affected,True,OK
NA3_LAG50_019_subplot,NA3_LAG50,3.0,50.0,subplot,2,affected,mild,C5,True,unrelated,False,OK
NA3_LAG50_019_subplot,NA3_LAG50,3.0,50.0,subplot,3,unrelated,unrelated,,,unrelated,True,OK
NA3_LAG50_019_subplot,NA3_LAG50,3.0,50.0,subplot,4,affected,cascade,C5,True,unrelated,False,OK
NA3_LAG50_019_subplot,NA3_LAG50,3.0,50.0,subplot,5,unrelated,unrelated,,,unrelated,True,OK
NA3_LAG50_019_subplot,NA3_LAG50,3.0,50.0,subplot,6,affected,mild,C5,True,unrelated,False,OK
NA3_LAG50_020_overlay,NA3_LAG50,3.0,50.0,overlay,1,unrelated,unrelated,,,unrelated,True,OK
NA3_LAG50_020_overlay,NA3_LAG50,3.0,50.0,overlay,2,affected,cascade,C5,False,affected,True,OK
NA3_LAG50_020_overlay,NA3_LAG50,3.0,50.0,overlay,3,unrelated,unrelated,,,affected,False,OK
NA3_LAG50_020_overlay,NA3_LAG50,3.0,50.0,overlay,4,affected,mild,C3,True,root,False,OK
NA3_LAG50_020_overlay,NA3_LAG50,3.0,50.0,overlay,6,affected,cascade,C3,True,unrelated,False,OK
NA3_LAG50_020_subplot,NA3_LAG50,3.0,50.0,subplot,1,unrelated,unrelated,,,unrelated,True,OK
NA3_LAG50_020_subplot,NA3_LAG50,3.0,50.0,subplot,2,affected,cascade,C5,False,unrelated,False,OK
NA3_LAG50_020_subplot,NA3_LAG50,3.0,50.0,subplot,3,unrelated,unrelated,,,unrelated,True,OK
NA3_LAG50_020_subplot,NA3_LAG50,3.0,50.0,subplot,4,affected,mild,C3,True,unrelated,False,OK
NA3_LAG50_020_subplot,NA3_LAG50,3.0,50.0,subplot,6,affected,cascade,C3,True,unrelated,False,OK
NA3_LAG50_021_overlay,NA3_LAG50,3.0,50.0,overlay,1,affected,cascade,C3,True,affected,True,OK
NA3_LAG50_021_overlay,NA3_LAG50,3.0,50.0,overlay,2,affected,mild,C3,True,affected,True,OK
NA3_LAG50_021_overlay,NA3_LAG50,3.0,50.0,overlay,4,unrelated,unrelated,,,affected,False,OK
NA3_LAG50_021_overlay,NA3_LAG50,3.0,50.0,overlay,5,affected,mild,C3,True,affected,True,OK
NA3_LAG50_021_overlay,NA3_LAG50,3.0,50.0,overlay,6,unrelated,unrelated,,,affected,False,OK
NA3_LAG50_021_subplot,NA3_LAG50,3.0,50.0,subplot,1,affected,cascade,C3,True,unrelated,False,OK
NA3_LAG50_021_subplot,NA3_LAG50,3.0,50.0,subplot,2,affected,mild,C3,True,affected,True,OK
NA3_LAG50_021_subplot,NA3_LAG50,3.0,50.0,subplot,4,unrelated,unrelated,,,root,False,OK
NA3_LAG50_021_subplot,NA3_LAG50,3.0,50.0,subplot,5,affected,mild,C3,True,affected,True,OK
NA3_LAG50_021_subplot,NA3_LAG50,3.0,50.0,subplot,6,unrelated,unrelated,,,unrelated,True,OK
NA3_LAG50_022_overlay,NA3_LAG50,3.0,50.0,overlay,1,unrelated,unrelated,,,unrelated,True,OK
NA3_LAG50_022_overlay,NA3_LAG50,3.0,50.0,overlay,2,unrelated,unrelated,,,unrelated,True,OK
NA3_LAG50_022_overlay,NA3_LAG50,3.0,50.0,overlay,3,affected,mild,C5,False,unrelated,False,OK
NA3_LAG50_022_overlay,NA3_LAG50,3.0,50.0,overlay,5,affected,mild,C3,True,affected,True,OK
NA3_LAG50_022_overlay,NA3_LAG50,3.0,50.0,overlay,6,affected,cascade,C1,False,unrelated,False,OK
NA3_LAG50_022_subplot,NA3_LAG50,3.0,50.0,subplot,1,unrelated,unrelated,,,unrelated,True,OK
NA3_LAG50_022_subplot,NA3_LAG50,3.0,50.0,subplot,2,unrelated,unrelated,,,unrelated,True,OK
NA3_LAG50_022_subplot,NA3_LAG50,3.0,50.0,subplot,3,affected,mild,C5,False,unrelated,False,OK
NA3_LAG50_022_subplot,NA3_LAG50,3.0,50.0,subplot,5,affected,mild,C3,True,unrelated,False,OK
NA3_LAG50_022_subplot,NA3_LAG50,3.0,50.0,subplot,6,affected,cascade,C1,False,unrelated,False,OK
NA3_LAG50_023_overlay,NA3_LAG50,3.0,50.0,overlay,1,unrelated,unrelated,,,affected,False,OK
NA3_LAG50_023_overlay,NA3_LAG50,3.0,50.0,overlay,2,affected,mild,C5,False,affected,True,OK
